Rank,Mark,Wind,Competitor,DOB,Nationality,Position,Venue,Date,Result Score,Discipline,Type,Gender,Age Category,normalized_discpline,track_field,mark_numeric,venue_country_code,age_at_event,season
1694,8036,,Romain MARTIN,1988-07-12,FRA,1,Hexham (GBR),2018-07-22,1132.0,decathlon,combined-events,male,senior,decathlon,mixed,8036.0,GBR,30.0,2018
1694,8036,,Zsolt KÜRTÖSI,1971-03-21,HUN,1,Budapest (HUN),2000-08-06,1132.0,decathlon,combined-events,male,senior,decathlon,mixed,8036.0,HUN,29.0,2000
1694,8036,,Larbi BOURRADA,1988-05-10,ALG,1,Algiers (ALG),2009-05-22,1132.0,decathlon,combined-events,male,senior,decathlon,mixed,8036.0,ALG,21.0,2009
1702,8035,,Eugène MARTINEAU,1980-05-14,NED,11,"Ullevi Stadium, Göteborg (SWE)",2006-08-11,1132.0,decathlon,combined-events,male,senior,decathlon,mixed,8035.0,SWE,26.0,2006
1702,8035,,Jack ROSENDAAL,1973-09-12,NED,21,"Olympic Stadium, Atlanta, GA (USA)",1996-08-01,1132.0,decathlon,combined-events,male,senior,decathlon,mixed,8035.0,USA,22.0,1996
1702,8035,,Andrei NAZAROV,1965-01-09,EST,4,Helmond (NED),1995-07-02,1132.0,decathlon,combined-events,male,senior,decathlon,mixed,8035.0,NED,30.0,1995
1702,8035,,Akihiko NAKAMURA,1990-10-23,JPN,2,Nagano (JPN),2014-06-01,1132.0,decathlon,combined-events,male,senior,decathlon,mixed,8035.0,JPN,23.0,2014
1702,8035,,Thomas VAN DER PLAETSEN,1990-12-24,BEL,14,"National Stadium, Beijing (CHN)",2015-08-29,1132.0,decathlon,combined-events,male,senior,decathlon,mixed,8035.0,CHN,24.0,2015
1702,8035,,Hunter PRICE,1994-08-28,USA,1f2,"Cougar Athletic Stadium, Azusa, CA (USA)",2021-05-14,1132.0,decathlon,combined-events,male,senior,decathlon,mixed,8035.0,USA,26.0,2021
1702,8035,,Jeff TESSELAAR,2003-05-03,NED,2,"Antonio Domínguez Stadium, Arona (ESP)",2024-05-12,1132.0,decathlon,combined-events,male,senior,decathlon,mixed,8035.0,ESP,21.0,2024
1709,8034,,Andres RAJA,1982-06-02,EST,5,"Stade Pierre Paul Bernard, Talence (FRA)",2009-09-20,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8034.0,FRA,27.0,2009
1709,8034,,Hans VAN ALPHEN,1982-01-12,BEL,11,"Yanmar Stadium Nagai, Osaka (JPN)",2007-09-01,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8034.0,JPN,25.0,2007
25,8034,,Jente HAUTTEKEETE,2002-03-14,BEL,1,"Antonio Domínguez Stadium, Arona (ESP)",2021-06-13,,decathlon-u20,combined-events,male,u20,decathlon,mixed,8034.0,ESP,19.0,2021
1709,8034,,Eelco SINTNICOLAAS,1987-04-07,NED,11,"Olympic Stadium, London (GBR)",2012-08-09,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8034.0,GBR,25.0,2012
1709,8034,,Luiz Alberto DE ARAUJO,1987-06-27,BRA,1,Sao Bernardo do Campo (BRA),2015-05-16,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8034.0,BRA,27.0,2015
1709,8034,,Adam Sebastian HELCELET,1991-10-27,CZE,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2023-07-23,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8034.0,POL,31.0,2023
1709,8034,,Norman MÜLLER,1985-08-07,GER,8,"Mösle-Stadium, Götzis (AUT)",2012-05-27,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8034.0,AUT,26.0,2012
1709,8034,,Beat GÄHWILER,1965-01-26,SUI,11,"Stadio Olimpico, Roma (ITA)",1987-09-04,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8034.0,ITA,22.0,1987
1716,8033,,Kristjan ROSENBERG,1994-05-16,EST,4,Lutsk (UKR),2019-07-07,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8033.0,UKR,25.0,2019
1716,8033,,Jannis WOLFF,1998-05-16,GER,7,"Stadionring, Ratingen (GER)",2023-06-18,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8033.0,GER,25.0,2023
1716,8033,,Jan DOLEŽAL,1996-06-06,CZE,1,Kladno (CZE),2018-06-17,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8033.0,CZE,22.0,2018
1719,8032,,Roland SCHWARZL,1980-12-10,AUT,9,"Mösle-Stadium, Götzis (AUT)",2010-05-30,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8032.0,AUT,29.0,2010
1719,8032,,Darius DRAUDVILA,1983-03-29,LTU,6,"Estadio Olímpico, Barcelona (ESP)",2010-07-29,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8032.0,ESP,27.0,2010
1719,8032,,Jack FLOOD,1995-09-15,USA,4,"Hilmer Lodge Stadium, Walnut, CA (USA)",2024-04-18,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8032.0,USA,28.0,2024
1719,8032,,Kristjan ROSENBERG,1994-05-16,EST,13,"Mösle-Stadium, Götzis (AUT)",2021-05-30,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8032.0,AUT,27.0,2021
1719,8032,,Dennis HUTTERER,1996-05-04,GER,1,Darmstadt (GER),2018-05-13,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8032.0,GER,22.0,2018
1719,8032,,Harrison WILLIAMS,1996-03-07,USA,5,"Eugene, OR (USA)",2016-06-09,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8032.0,USA,20.0,2016
1719,8032,,Oleksiy KASYANOV,1985-08-26,UKR,7,"Stade Pierre Paul Bernard, Talence (FRA)",2010-09-19,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8032.0,FRA,25.0,2010
1719,8032,,Stefan DREWS,1979-02-12,GER,3,"Stadionring, Ratingen (GER)",2004-06-27,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8032.0,GER,25.0,2004
1719,8032,,Raúl DUANY BUENO,1975-01-04,CUB,1,Alhama de Murcia (ESP),1999-05-22,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8032.0,ESP,24.0,1999
1719,8032,,Norman MÜLLER,1985-08-07,GER,6,"Stadionring, Ratingen (GER)",2008-06-22,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8032.0,GER,22.0,2008
1719,8032,,Tomáš DVOŘÁK,1972-05-11,CZE,10,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-20,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8032.0,GER,21.0,1993
1730,8031,,Cedric DUBLER,1995-01-13,AUS,2,Townsville (AUS),2019-06-26,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8031.0,AUS,24.0,2019
1730,8031,,Mathias BRUGGER,1992-08-06,GER,1,Halle (GER),2017-05-07,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8031.0,GER,24.0,2017
1730,8031,,Alain BLONDEL,1962-12-07,FRA,15,"Estadio Olímpico, Barcelona (ESP)",1992-08-06,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8031.0,ESP,29.0,1992
1730,8031,,Rik TAAM,1997-01-17,NED,1,Emmeloord (NED),2020-09-06,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8031.0,NED,23.0,2020
1734,8030,,Oleksandr YURKOV,1975-07-21,UKR,13,"Népstadion, Budapest (HUN)",1998-08-20,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8030.0,HUN,23.0,1998
1734,8030,,Henrik DAGÅRD,1969-08-07,SWE,2,Helmond (NED),1989-07-16,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8030.0,NED,19.0,1989
1734,8030,,Chiel WARNERS,1978-04-02,NED,6,Talence (FRA),2004-09-26,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8030.0,FRA,26.0,2004
1734,8030,,Ilya SHKURENYOV,1991-01-11,RUS,3,Cheboksary (RUS),2012-06-03,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8030.0,RUS,21.0,2012
1734,8030,,Taavi TŠERNJAVSKI,1995-03-04,EST,2,"Stade P-J. Bénard, St-Paul (FRA)",2020-12-19,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8030.0,FRA,25.0,2020
1734,8030,,Cedric DUBLER,1995-01-13,AUS,3,"Alexander Stadium, Birmingham (GBR)",2022-08-05,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8030.0,GBR,27.0,2022
1734,8030,,Haifeng QI,1983-08-07,CHN,1,Benxi (CHN),2002-06-09,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8030.0,CHN,18.0,2002
1734,8030,,Gary KINDER,1962-10-25,USA,12,"Stadio Olimpico, Roma (ITA)",1987-09-04,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8030.0,ITA,24.0,1987
1742,8029,,Andres RAJA,1982-06-02,EST,10,"Mösle-Stadium, Götzis (AUT)",2010-05-30,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8029.0,AUT,28.0,2010
1742,8029,,Aleksey DROZDOV,1983-12-03,RUS,7,"Estadio Olímpico, Barcelona (ESP)",2010-07-29,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8029.0,ESP,26.0,2010
1742,8029,,Simon EHAMMER,2000-02-07,SUI,1,"Sportplatz Tellenfeld, Amriswil (SUI)",2020-07-19,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8029.0,SUI,20.0,2020
1742,8029,,Dmitriy KARPOV,1981-07-23,KAZ,3,Kladno (CZE),2009-06-24,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8029.0,CZE,27.0,2009
1742,8029,,Kip JANVRIN,1965-07-08,USA,1,"Garden City, NY (USA)",2000-08-13,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8029.0,USA,35.0,2000
1747,8028,,Ituah ENAHORO,1997-12-15,GER,1,Düsseldorf (GER),2017-07-30,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8028.0,GER,19.0,2017
1747,8028,,Eduard HÄMÄLÄINEN,1969-01-21,FIN,9,Götzis (AUT),2001-05-27,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8028.0,AUT,32.0,2001
1747,8028,,Stephen MOORE,1975-08-13,USA,2,Palma de Mallorca (ESP),1999-07-12,1131.0,decathlon,combined-events,male,senior,decathlon,mixed,8028.0,ESP,23.0,1999
1750,8027,,Dakotah KEYS,1991-09-27,USA,1,"Eugene, OR (USA)",2014-04-18,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8027.0,USA,22.0,2014
1750,8027,,Leonel SUÁREZ,1987-09-01,CUB,1,La Habana (CUB),2015-05-27,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8027.0,CUB,27.0,2015
1750,8027,,Pierce LEPAGE,1996-01-22,CAN,3,"Stade Pierre Paul Bernard, Talence (FRA)",2016-09-18,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8027.0,FRA,20.0,2016
1750,8027,,Thomas VAN DER PLAETSEN,1990-12-24,BEL,1,"Atletiekstadion De Brielmeersen, Deinze (BEL)",2020-09-27,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8027.0,BEL,29.0,2020
1750,8027,,Ricky BARKER,1969-11-14,USA,3f,"Palo Alto, CA (USA)",1998-04-26,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8027.0,USA,28.0,1998
1750,8027,,Gaël QUERIN,1987-06-26,FRA,2,Cannes (FRA),2012-05-13,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8027.0,FRA,24.0,2012
1756,8026,,Jim CONNOLLY,1962-03-24,USA,2,Zagreb (CRO),1987-07-17,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8026.0,CRO,25.0,1987
1756,8026,,Zsolt KÜRTÖSI,1971-03-21,HUN,6,Arles (FRA),2001-07-01,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8026.0,FRA,30.0,2001
1756,8026,,Leonel SUÁREZ,1987-09-01,CUB,1,Barranquilla (COL),2018-07-30,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8026.0,COL,30.0,2018
1756,8026,,Devon WILLIAMS,1994-01-17,USA,5,"Hayward Field, Eugene, OR (USA)",2023-07-07,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8026.0,USA,29.0,2023
1756,8026,,Rasmus ROOSLEHT,2002-07-25,EST,1,"Kadrioru staadion, Tallinn (EST)",2024-06-30,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8026.0,EST,21.0,2024
1756,8026,,Dmitriy KARPOV,1981-07-23,KAZ,1,Guangzhou (CHN),2010-11-25,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8026.0,CHN,29.0,2010
1756,8026,,Claston BERNARD,1979-03-22,JAM,12,Götzis (AUT),2004-05-30,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8026.0,AUT,25.0,2004
1763,8025,,Aleksandr PARKHOMENKO,1981-03-21,BLR,1,Maribor (SLO),2005-07-03,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8025.0,SLO,24.0,2005
1763,8025,,Prodromos KORKIZOGLOU,1975-02-27,GRE,1,Thessaloniki (GRE),1999-05-30,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8025.0,GRE,24.0,1999
1763,8025,,Vitaliy KOLPAKOV,1972-02-02,UKR,22,"Olympic Stadium, Atlanta, GA (USA)",1996-08-01,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8025.0,USA,24.0,1996
1763,8025,,Karl Robert SALURI,1993-08-06,EST,13,"Olympic Stadium, London (GBR)",2017-08-12,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8025.0,GBR,24.0,2017
1763,8025,,Adam Sebastian HELCELET,1991-10-27,CZE,2,"Sportplatz Lana, Lana (ITA)",2021-04-25,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8025.0,ITA,29.0,2021
1763,8025,,Rudy BOURGUIGNON,1979-07-16,FRA,6,"Stade Pierre Paul Bernard, Talence (FRA)",2005-09-18,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8025.0,FRA,26.0,2005
1763,8025,,Jangy ADDY,1985-03-02,USA,6,"Eugene, OR (USA)",2008-06-30,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8025.0,USA,23.0,2008
1770,8024,,Maurice SMITH,1980-09-28,JAM,1,"Austin, TX (USA)",2004-04-01,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8024.0,USA,23.0,2004
1770,8024,,Romain BARRAS,1980-08-01,FRA,1,Angers (FRA),2005-07-15,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8024.0,FRA,24.0,2005
1770,8024,,Indrek KASEORG,1967-12-16,EST,3,Ibach (SUI),2000-07-02,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8024.0,SUI,32.0,2000
1770,8024,,Claston BERNARD,1979-03-22,JAM,1,"Columbia, SC (USA)",2001-05-11,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8024.0,USA,22.0,2001
1770,8024,,Cedric DUBLER,1995-01-13,AUS,14,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-18,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8024.0,BRA,21.0,2016
1770,8024,,Heath BALDWIN,2001-02-08,USA,6,"Hayward Field, Eugene, OR (USA)",2023-07-07,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8024.0,USA,22.0,2023
1770,8024,,Austin WEST,2000-03-17,USA,5,"Hilmer Lodge Stadium, Walnut, CA (USA)",2024-04-18,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8024.0,USA,24.0,2024
1777,8023,,Frank MÜLLER,1968-06-18,GER,10,Götzis (AUT),1994-05-29,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8023.0,AUT,25.0,1994
1777,8023,,Maurice SMITH,1980-09-28,JAM,14,"Olympic Stadium, Athina (GRE)",2004-08-24,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8023.0,GRE,23.0,2004
1777,8023,,Hamdi DHOUIBI,1982-01-24,TUN,11,"Olympiastadion, Helsinki (FIN)",2005-08-10,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8023.0,FIN,23.0,2005
1777,8023,,Florian SCHÖNBECK,1974-01-13,GER,8,"Stadionring, Ratingen (GER)",2002-06-16,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8023.0,GER,28.0,2002
1777,8023,,Martin ROE,1992-04-01,NOR,14,"Mösle-Stadium, Götzis (AUT)",2019-05-26,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8023.0,AUT,27.0,2019
1777,8023,,Andres RAJA,1982-06-02,EST,3,Tallinn (EST),2010-06-27,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8023.0,EST,28.0,2010
1777,8023,,Andrei KRAUCHANKA,1986-01-04,BLR,5,"Stade Pierre Paul Bernard, Talence (FRA)",2011-09-18,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8023.0,FRA,25.0,2011
1777,8023,,Jón Arnar MAGNÚSSON,1969-07-28,ISL,2,"Stadionring, Ratingen (GER)",2003-07-13,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8023.0,GER,33.0,2003
1777,8023,,Steven BASTIEN,1994-03-04,USA,4,"Drake Stadium, Des Moines, IA (USA)",2019-07-26,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8023.0,USA,25.0,2019
1777,8023,,Ashton EATON,1988-01-21,USA,1,"Eugene, OR (USA)",2009-04-24,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8023.0,USA,21.0,2009
1787,8022,,Maximilian VOLLMER,1998-03-12,GER,1,"Cougar Athletic Stadium, Azusa, CA (USA)",2022-04-14,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8022.0,USA,24.0,2022
1787,8022,,Fredrik SAMUELSSON,1995-02-16,SWE,15,"Mösle-Stadium, Götzis (AUT)",2019-05-26,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8022.0,AUT,24.0,2019
1787,8022,,Aleksey LYAKH,1962-05-04,URS,7,Basel (SUI),1987-07-05,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8022.0,SUI,25.0,1987
1787,8022,,Bastien AUZEIL,1989-10-22,FRA,2,Paris (FRA),2013-07-13,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8022.0,FRA,23.0,2013
1787,8022,,Finley GAIO,1999-04-15,SUI,13,"Mösle-Stadium, Götzis (AUT)",2023-05-28,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8022.0,AUT,24.0,2023
1787,8022,,Jon Ryan HARLAN,1981-04-25,USA,6,"Stade Pierre Paul Bernard, Talence (FRA)",2006-09-17,1130.0,decathlon,combined-events,male,senior,decathlon,mixed,8022.0,FRA,25.0,2006
1793,8021,,Sven ROOSEN,2001-07-27,NED,10,"Olympiastadion, München (GER)",2022-08-16,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8021.0,GER,21.0,2022
1793,8021,,Nikolay AVERYANOV,1980-02-04,RUS,15,"Olympic Stadium, Athina (GRE)",2004-08-24,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8021.0,GRE,24.0,2004
1793,8021,,Simon POELMAN,1963-05-27,NZL,16,"Olympic Stadium, Seoul (KOR)",1988-09-29,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8021.0,KOR,25.0,1988
1793,8021,,Igor PUPCHONOK,1960-05-20,URS,1,Almaty (KAZ),1986-08-29,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8021.0,KAZ,26.0,1986
1793,8021,,Sándor MUNKÁCSY,1969-07-24,HUN,9,Götzis (AUT),1992-05-31,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8021.0,AUT,22.0,1992
1793,8021,,Haifeng QI,1983-08-07,CHN,1,Guangzhou (CHN),2001-11-22,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8021.0,CHN,18.0,2001
1793,8021,,Yuma MARUYAMA,1998-06-03,JPN,2,"Stadion Miejski, Nakło nad Notecią (POL)",2024-09-01,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8021.0,POL,26.0,2024
1793,8021,,Vitaliy SMIRNOV,1978-10-25,UZB,1,Manila (PHI),2003-09-23,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8021.0,PHI,24.0,2003
1801,8020,,Johannes ERM,1998-03-26,EST,3,"Athens, GA (USA)",2018-04-07,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8020.0,USA,20.0,2018
1801,8020,,André NIKLAUS,1981-08-30,GER,8,"Stade de France, Paris-St-Denis (FRA)",2003-08-27,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8020.0,FRA,22.0,2003
1801,8020,,Derek HUFF,1966-11-26,USA,1,"Provo, UT (USA)",1989-06-03,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8020.0,USA,22.0,1989
1801,8020,,Kai KAZMIREK,1991-01-28,GER,2,"Stade Pierre Paul Bernard, Talence (FRA)",2017-09-17,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8020.0,FRA,26.0,2017
1801,8020,,Nikolay SHUBENOK,1985-05-04,BLR,2,Tallinn (EST),2007-07-08,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8020.0,EST,22.0,2007
1801,8020,,Jente HAUTTEKEETE,2002-03-14,BEL,1,"Centro Gabre Gabric, Brescia (ITA)",2024-04-28,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8020.0,ITA,22.0,2024
1801,8020,,Andres RAJA,1982-06-02,EST,1,Rakvere (EST),2010-08-19,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8020.0,EST,28.0,2010
1801,8020,,Dario DESTER,2000-07-22,ITA,1,"Stadio Guidobaldi, Rieti (ITA)",2022-06-26,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8020.0,ITA,21.0,2022
1801,8020,,Sven ROOSEN,2001-07-27,NED,1,"Sportpark Orderbos, Apeldoorn (NED)",2022-06-26,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8020.0,NED,20.0,2022
1801,8020,,Tomáš DVOŘÁK,1972-05-11,CZE,4,Kladno (CZE),2007-06-20,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8020.0,CZE,35.0,2007
1811,8019,,Volodimir MIKHAYLENKO,1973-08-27,UKR,2,Beijing (CHN),2001-08-31,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8019.0,CHN,28.0,2001
1811,8019,,Solomon SIMMONS,1993-09-26,USA,2,"Drake Stadium, Des Moines, IA (USA)",2018-06-22,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8019.0,USA,24.0,2018
1811,8019,,Devon WILLIAMS,1994-01-17,USA,6,"Stade Pierre Paul Bernard, Talence (FRA)",2024-09-15,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8019.0,FRA,30.0,2024
1811,8019,,Rolf SCHLÄFLI,1971-03-15,SUI,4,Götzis (AUT),2003-06-01,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8019.0,AUT,32.0,2003
1811,8019,,Felipe DOS SANTOS,1994-07-30,BRA,4,"CIBC, Toronto (CAN)",2015-07-23,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8019.0,CAN,20.0,2015
1811,8019,,Attila ZSIVOCZKY-PANDEL,1977-04-29,HUN,5,Praha (CZE),1999-07-04,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8019.0,CZE,22.0,1999
1811,8019,,Attila ZSIVOCZKY-PANDEL,1977-04-29,HUN,10,"La Cartuja, Sevilla (ESP)",1999-08-25,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8019.0,ESP,22.0,1999
1811,8019,,Haifeng QI,1983-08-07,CHN,3,Beijing (CHN),2001-08-31,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8019.0,CHN,18.0,2001
1819,8018,,Austin WEST,2000-03-17,USA,6,"Hayward Field, Eugene, OR (USA)",2024-06-22,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8018.0,USA,24.0,2024
1819,8018,,David MEWES,1976-10-07,GER,8,Götzis (AUT),1999-05-30,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8018.0,AUT,22.0,1999
1819,8018,,Eelco SINTNICOLAAS,1987-04-07,NED,8,"Stade Pierre Paul Bernard, Talence (FRA)",2010-09-19,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8018.0,FRA,23.0,2010
26,8018,,Gunnar NIXON,1993-01-13,USA,1,"Estadio Olímpico, Barcelona (ESP)",2012-07-11,,decathlon-u20,combined-events,male,u20,decathlon,mixed,8018.0,ESP,19.0,2012
1819,8018,,Robert ZMĚLÍK,1969-04-18,CZE,13,Götzis (AUT),1995-05-28,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8018.0,AUT,26.0,1995
1819,8018,,Eelco SINTNICOLAAS,1987-04-07,NED,3,"Stade Pierre Paul Bernard, Talence (FRA)",2013-09-15,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8018.0,FRA,26.0,2013
1824,8017,,Prodromos KORKIZOGLOU,1975-02-27,GRE,15,Götzis (AUT),2000-06-04,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8017.0,AUT,25.0,2000
1824,8017,,Martin ROE,1992-04-01,NOR,12,"Mösle-Stadium, Götzis (AUT)",2018-05-27,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8017.0,AUT,26.0,2018
1824,8017,,Philipp HUBER,1974-02-18,SUI,9,Götzis (AUT),1997-06-01,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8017.0,AUT,23.0,1997
1824,8017,,Rob MUZZIO,1964-06-25,USA,13,"Stadio Olimpico, Roma (ITA)",1987-09-04,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8017.0,ITA,23.0,1987
1824,8017,,Maicel UIBO,1992-12-27,EST,5,"Eugene, OR (USA)",2013-06-06,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8017.0,USA,20.0,2013
1824,8017,,Attila ZSIVOCZKY-PANDEL,1977-04-29,HUN,12,"Yanmar Stadium Nagai, Osaka (JPN)",2007-09-01,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8017.0,JPN,30.0,2007
1824,8017,,Kip JANVRIN,1965-07-08,USA,3,Aachen (GER),1999-08-08,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8017.0,GER,34.0,1999
1831,8016,,Oleksiy KASYANOV,1985-08-26,UKR,3,"Stade Pierre Paul Bernard, Talence (FRA)",2017-09-17,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8016.0,FRA,32.0,2017
1831,8016,,Aleksandr POGORELOV,1980-01-10,RUS,8,"Olympiastadion, München (GER)",2002-08-08,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8016.0,GER,22.0,2002
1831,8016,,Petri KESKITALO,1967-03-10,FIN,4,Arles (FRA),1987-07-05,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8016.0,FRA,20.0,1987
1831,8016,,Aleksandr APAYCHEV,1961-05-06,URS,4,Götzis (AUT),1986-05-25,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8016.0,AUT,25.0,1986
1831,8016,,Vilém STRÁSKÝ,1999-07-03,CZE,13,"Mösle-Stadium, Götzis (AUT)",2024-05-19,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8016.0,AUT,24.0,2024
1831,8016,,Martin ROE,1992-04-01,NOR,4,"Antonio Domínguez Stadium, Arona (ESP)",2021-06-13,1129.0,decathlon,combined-events,male,senior,decathlon,mixed,8016.0,ESP,29.0,2021
